client_id,confirm,start,step_1,step_2,step_3,group
35181,0.0,38.333333333333336,53.0,113.0,86.0,1
35476,0.0,23.0,128.66666666666666,186.0,34.0,1
35922,0.0,18.0,44.0,113.0,1216.0,1
36342,0.0,13.0,21.0,143.0,51.0,1
36363,0.0,5.0,57.0,83.0,122.0,1
36430,128.0,39.0,23.0,85.5,239.33333333333334,1
36432,0.0,14.0,9.5,161.0,0.0,1
36555,0.0,200.75,104.0,122.0,1306.0,1
36986,42.0,26.6,39.0,26.5,85.0,1
37423,51.0,101.0,70.25,110.0,67.0,1
37667,0.0,9.0,12.0,54.0,48.0,1
37691,0.0,11.0,137.0,0.0,0.0,1
37705,0.0,190.0,15.0,86.0,65.0,1
37897,0.0,11.0,51.0,15.0,21.0,1
38275,0.0,22.0,0.0,0.0,0.0,1
38283,0.0,42.333333333333336,24.0,37.0,42.0,1
38340,139.0,10.0,38.0,29.0,44.0,1
38551,0.0,39.0,34.0,48.0,108.0,1
38775,0.0,95.0,0.0,0.0,0.0,1
39566,0.0,58.0,27.0,54.0,70.0,1
40283,0.0,67.125,0.0,0.0,0.0,1
40439,0.0,5.0,11.0,37.0,18.0,1
40969,0.0,71.0,55.0,0.0,0.0,1
41122,0.0,6.0,27.0,55.0,64.0,1
41142,39.0,240.0,279.0,39.0,56.0,1
41199,0.0,13.0,69.0,325.0,254.0,1
41237,70.0,13.0,19.0,78.0,44.0,1
41924,0.0,24.5,18.0,17.0,0.0,1
42349,0.0,7.0,24.0,82.0,32.0,1
42725,0.0,10.0,9.0,96.0,26.0,1
43645,119.0,6.0,21.0,41.0,88.0,1
44705,0.0,13.666666666666666,1201.5,248.0,34.0,1
44932,0.0,10.0,26.0,81.0,21.0,1
44995,0.0,15.0,0.0,0.0,0.0,1
45131,379.0,64.5,113.5,43.5,1012.0,1
45232,0.0,133.0,43.0,46.0,91.0,1
45485,0.0,67.0,74.0,64.0,298.3333333333333,1
45510,0.0,4.5,14.5,49.0,20.5,1
46790,0.0,7.0,7.0,45.0,0.0,1
46934,0.0,24.0,0.0,0.0,0.0,1
47860,0.0,129.0,67.0,104.0,777.5,1
48448,0.0,3.0,34.0,19.0,41.0,1
48724,0.0,38.8,15.0,151.5,40.0,1
49709,0.0,51.0,10.0,15.0,74.25,1
49998,0.0,344.0,0.0,0.0,0.0,1
50053,0.0,10.0,46.0,94.0,141.0,1
50090,0.0,12.0,30.0,41.0,36.0,1
50325,0.0,7.0,49.0,27.0,67.0,1
50599,0.0,25.0,0.0,0.0,0.0,1
51493,0.0,6.0,23.0,70.0,350.0,1
51526,0.0,314.3333333333333,21.0,138.0,590.0,1
52309,0.0,71.0,24.0,4.0,0.0,1
52743,0.0,11.666666666666666,16.0,26.666666666666668,12.0,1
53396,221.0,8.0,16.0,45.0,22.0,1
54231,0.0,12.0,34.0,54.0,80.0,1
54893,0.0,3.0,9.0,42.0,15.0,1
55059,0.0,10.0,10.0,71.0,46.0,1
55265,0.0,10.0,4.0,87.5,59.0,1
55333,29.0,3.0,32.0,60.0,21.0,1
55951,0.0,205.0,0.0,0.0,0.0,1
56294,0.0,6.5,75.0,48.0,19.0,1
56570,0.0,47.5,286.5,58.0,110.0,1
56923,0.0,27.0,7.0,51.5,44.0,1
58194,0.0,7.0,23.0,69.0,257.5,1
58867,0.0,7.0,43.0,60.0,1072.0,1
58962,0.0,8.0,47.333333333333336,128.0,29.0,1
59152,0.0,7.0,18.0,67.0,25.0,1
59360,0.0,202.0,111.0,87.0,153.0,1
59802,0.0,24.0,7.5,49.5,64.5,1
60101,0.0,8.0,8.0,35.0,37.0,1
60483,0.0,7.0,11.0,78.0,20.0,1
60802,0.0,8.333333333333334,69.5,71.0,116.0,1
60958,0.0,31.0,0.0,0.0,0.0,1
61007,0.0,41.666666666666664,0.0,0.0,0.0,1
61487,0.0,26.0,28.0,22.0,67.0,1
61650,0.0,48.333333333333336,31.0,31.0,50.0,1
61961,0.0,20.0,38.5,42.0,78.0,1
62284,0.0,107.0,18.0,109.0,119.0,1
62754,0.0,115.0,25.0,28.0,33.0,1
62791,0.0,13.0,22.0,25.0,74.0,1
62805,0.0,8.0,25.0,188.0,37.0,1
63507,0.0,4.0,31.0,125.0,70.0,1
63796,0.0,182.0,124.25,7.0,554.0,1
63879,0.0,39.666666666666664,14.0,43.0,23.0,1
63955,0.0,13.0,137.0,36.0,64.0,1
64058,0.0,16.0,50.0,36.0,40.0,1
64885,0.0,14.0,0.0,0.0,0.0,1
65221,0.0,10.0,74.0,32.0,40.0,1
66160,62.0,7.0,5.0,50.0,19.0,1
66539,0.0,7.0,14.0,112.0,30.0,1
66930,0.0,9.0,33.5,19.0,66.0,1
67390,0.0,62.0,235.0,43.0,69.0,1
67452,0.0,40.0,56.0,18.0,85.0,1
67845,0.0,21.0,0.0,0.0,0.0,1
67925,75.0,35.666666666666664,51.0,28.0,85.0,1
68276,0.0,10.0,18.0,12.0,106.0,1
68884,0.0,171.8,101.0,55.0,254.0,1
68886,0.0,5.0,15.0,57.0,39.0,1
69568,0.0,33.0,10.0,33.0,0.0,1
70576,0.0,89.0,83.75,192.66666666666666,1082.0,1
71159,0.0,21.0,0.0,0.0,0.0,1
72074,0.0,18.666666666666668,51.0,42.333333333333336,50.0,1
72388,0.0,10.0,68.0,55.0,0.0,1
72395,0.0,6.0,55.5,99.0,52.0,1
72915,0.0,4.0,13.0,65.0,52.0,1
72916,0.0,4.0,57.0,102.0,81.0,1
73615,0.0,8.0,19.0,60.0,137.0,1
73648,0.0,12.0,12.0,61.0,33.0,1
74564,0.0,10.0,17.0,93.0,35.0,1
74844,0.0,356.0,38.0,28.0,85.0,1
74976,0.0,15.333333333333334,45.0,190.0,22.0,1
75033,0.0,21.0,20.0,29.0,105.0,1
75490,0.0,4.0,9.0,50.0,18.0,1
76429,0.0,5.0,86.5,68.0,20.0,1
76481,0.0,27.375,78.33333333333333,30.0,155.0,1
76635,0.0,81.0,12.333333333333334,38.5,0.0,1
76775,0.0,13.0,0.0,0.0,0.0,1
77276,0.0,3.0,27.0,21.0,20.0,1
77513,0.0,10.0,62.0,89.0,177.5,1
77933,0.0,5.0,11.0,160.0,26.0,1
78779,0.0,118.42857142857143,0.0,0.0,0.0,1
79452,973.0,9.0,8.0,48.0,32.0,1
79669,0.0,172.2,698.0,0.0,0.0,1
79897,165.0,80.0,74.5,354.0,229.0,1
80006,0.0,41.0,68.5,48.0,228.0,1
80126,9.0,13.0,45.0,120.0,129.0,1
80275,197.0,136.0,149.33333333333334,86.0,400.0,1
80479,153.0,21.0,37.0,60.0,93.0,1
80801,0.0,27.333333333333332,21.666666666666668,78.66666666666667,49.0,1
81119,0.0,11.0,18.0,44.0,0.0,1
81303,267.0,69.75,249.0,118.0,597.0,1
81720,175.0,80.75,65.0,129.0,261.0,1
82206,67.0,12.0,61.0,30.0,26.0,1
82560,0.0,62.0,0.0,0.0,0.0,1
82772,0.0,17.0,8.0,33.0,44.0,1
83507,0.0,5.0,15.0,29.0,24.0,1
83585,0.0,6.0,17.0,96.0,24.0,1
83795,52.0,83.66666666666667,34.2,29.25,232.0,1
84464,0.0,16.0,19.0,47.0,174.0,1
84596,0.0,53.0,0.0,0.0,0.0,1
84658,0.0,10.5,11.0,86.0,27.0,1
84976,0.0,33.25,38.0,130.0,108.0,1
86035,0.0,15.0,21.0,119.0,70.0,1
86780,0.0,17.0,99.0,376.0,0.0,1
86877,0.0,15.75,9.5,53.0,43.0,1
87424,0.0,7.0,67.0,127.0,48.0,1
87449,0.0,7.0,13.0,96.0,23.0,1
87915,0.0,27.333333333333332,27.0,36.0,0.0,1
88986,0.0,10.0,0.0,0.0,0.0,1
89039,0.0,140.0,15.0,30.0,38.0,1
89257,0.0,318.3333333333333,0.0,0.0,0.0,1
89604,0.0,8.0,31.0,69.0,18.0,1
89693,0.0,13.0,50.0,82.0,22.0,1
89812,0.0,27.333333333333332,0.0,0.0,0.0,1
89959,0.0,29.6,39.0,15.25,270.0,1
90324,0.0,17.0,69.0,136.0,39.0,1
90360,0.0,12.0,17.0,91.0,49.0,1
91110,0.0,18.0,59.5,37.666666666666664,263.0,1
91254,0.0,13.0,22.0,60.0,40.0,1
91443,0.0,63.5,101.0,28.0,93.5,1
91633,0.0,23.5,65.0,62.0,269.0,1
92066,108.0,27.0,1208451.5,28.0,98.0,1
92137,0.0,9.0,49.0,59.0,19.0,1
92665,0.0,150.0,45.0,118.0,0.0,1
92864,0.0,4.0,0.0,0.0,0.0,1
93137,0.0,16.0,24.0,29.0,28.0,1
93370,0.0,14.0,0.0,0.0,0.0,1
93480,0.0,9.0,61.0,42.0,375.0,1
93610,322.5,437.6,77.5,80.0,81.0,1
93751,0.0,257.5,108.0,37.0,964.6666666666666,1
93870,68.0,9.0,93.33333333333333,34.333333333333336,65.0,1
93915,0.0,79.33333333333333,30.714285714285715,218.83333333333334,727.0,1
94234,0.0,8.0,12.0,101.0,0.0,1
94552,0.0,10.0,19.5,58.333333333333336,41.0,1
94662,0.0,19.333333333333332,28.0,146.0,135.5,1
94767,0.0,15.0,6.0,67.0,220.0,1
95035,0.0,76.33333333333333,35.0,70.0,427.0,1
95199,0.0,13.0,13.0,65.0,29.0,1
95453,0.0,8.0,10.5,28.0,55.5,1
96190,921.8333333333334,12.0,40.0,162.0,101.0,1
96787,0.0,46.25,55.333333333333336,36.0,229.0,1
97147,0.0,315.5,45.0,107.0,0.0,1
97424,0.0,9.0,38.0,52.0,25.0,1
97590,138.0,771866.5,13.0,25.0,239.0,1
98248,0.0,10.0,16.5,0.0,0.0,1
98337,0.0,4.0,14.0,41.0,41.0,1
99208,0.0,94.0,25.0,135.0,46.0,1
100118,0.0,35.5,0.0,0.0,0.0,1
100250,0.0,8.0,19.0,51.0,32.0,1
100940,0.0,28.25,22.5,67.0,0.0,1
101220,0.0,25.0,0.0,0.0,0.0,1
102884,0.0,67.0,73.0,0.0,0.0,1
103622,0.0,16.666666666666668,9.5,102.0,19.0,1
103627,0.0,15.0,30.0,40.0,29.0,1
103669,0.0,13.5,21.0,80.0,24.0,1
104190,0.0,91.66666666666667,49.25,0.0,0.0,1
104972,0.0,5.0,26.0,67.0,28.0,1
106137,0.0,463.0,47.0,0.0,0.0,1
106501,252.0,18.0,89.0,184.0,393.0,1
108419,0.0,39.0,25.0,31.0,87.0,1
108892,0.0,9.0,48.0,75.0,128.0,1
109662,140.0,117.66666666666667,47.25,78.0,1066.0,1
110028,0.0,35.5,59.0,209.0,101.0,1
110212,0.0,75.0,71.0,160.0,63.0,1
110288,0.0,13.0,0.0,0.0,0.0,1
110772,0.0,51.0,33.0,57.666666666666664,388.0,1
111162,0.0,6.0,605.5,0.0,0.0,1
112766,0.0,32.5,58.666666666666664,453.3333333333333,83.0,1
113597,0.0,299.0,112.0,0.0,0.0,1
113852,0.0,14.0,8.0,123.0,20.0,1
113903,0.0,26.0,36.0,0.0,0.0,1
113951,0.0,23.0,14.0,44.0,66.0,1
113964,0.0,75.85714285714286,0.0,0.0,0.0,1
114542,0.0,7.0,18.0,95.0,31.0,1
115163,38.5,10.0,13.0,82.0,41.0,1
115570,0.0,2.0,10.0,52.0,18.0,1
116248,0.0,4.0,0.0,0.0,0.0,1
116384,0.0,12.0,13.0,92.0,35.0,1
117032,0.0,371.72727272727275,89.4,244.66666666666666,364.0,1
117276,0.0,10.0,16.0,66.0,51.0,1
117457,0.0,9.0,6.0,59.0,76.0,1
117520,0.0,19.0,10.0,80.0,60.0,1
117916,0.0,44.0,57.0,98.0,98.0,1
118446,0.0,45.0,55.333333333333336,124.25,80.0,1
118576,0.0,73.0,12.0,0.0,0.0,1
118966,0.0,19.0,30.0,18.0,57.0,1
119006,0.0,90.0,60.285714285714285,103.6,0.0,1
119599,0.0,8.0,5.0,12.0,0.0,1
119634,0.0,24.5,29.0,18.333333333333332,58.5,1
120089,0.0,389.4,139.0,187.66666666666666,96.0,1
120351,76.0,9.0,31.0,74.0,29.0,1
120660,0.0,6.0,16.0,23.0,58.0,1
120830,0.0,27.666666666666668,72.0,46.0,330.0,1
121029,0.0,12.0,50.0,46.0,319.0,1
121238,67.0,112.0,44.0,101.0,81.0,1
121354,0.0,10.0,11.0,86.0,18.0,1
121536,0.0,31.75,171.66666666666666,95.0,0.0,1
121672,0.0,34.666666666666664,123.5,39.0,18.0,1
122093,0.0,4.0,11.0,172.0,56.0,1
122526,0.0,91.5,36.5,154.0,221.0,1
122790,0.0,7.0,39.0,58.0,924.0,1
123311,0.0,15.5,18.0,78.0,479.0,1
123853,0.0,49.0,0.0,0.0,0.0,1
124614,0.0,11.0,25.0,89.0,47.0,1
124646,0.0,10.0,28.0,0.0,0.0,1
125124,0.0,688.5,180.0,107.0,95.0,1
125750,0.0,10.0,6.0,0.0,0.0,1
126259,0.0,10.0,194.0,39.0,357.0,1
126288,0.0,12.0,48.0,143.0,119.0,1
126524,0.0,32.0,8.0,48.0,359.0,1
126758,0.0,123.0,50.0,16.0,76.0,1
126853,0.0,109.0,9.0,131.0,44.0,1
127331,104.0,60.5,15.0,111.0,102.0,1
127396,0.0,7.0,13.0,85.0,51.0,1
127825,159.0,13.0,27.0,85.0,90.0,1
127921,0.0,199.0,62.0,53.0,45.0,1
128230,0.0,9.5,43.0,25.5,860.6666666666666,1
128919,0.0,490.0,125.0,354.0,450.0,1
130452,37.25,31.0,12.5,101.5,460.5,1
130952,69.0,66.9,106.0,175.0,371.0,1
131973,0.0,84.0,0.0,0.0,0.0,1
133096,0.0,48.333333333333336,24.0,80.5,51.0,1
133340,0.0,13.0,183.0,112.0,82.0,1
133394,0.0,35.6,13.333333333333334,77.0,95.0,1
133742,0.0,40.0,43.0,42.0,628.0,1
133779,0.0,80.0,23.5,0.0,0.0,1
134282,90.0,14.0,25.0,38.0,246.0,1
135254,0.0,32.2,53.0,147.5,200.0,1
135917,0.0,20.0,9.0,125.0,39.0,1
135969,0.0,8.0,8.0,18.0,38.0,1
136978,0.0,11.0,21.0,35.0,59.0,1
137016,0.0,3.0,22.0,92.0,43.0,1
137061,0.0,63.5,65.0,123.0,41.0,1
137412,0.0,6.0,58.0,45.0,81.0,1
137555,0.0,6.0,36.5,76.0,21.0,1
137781,0.0,37.0,47.0,288.0,0.0,1
137816,0.0,11.0,22.0,115.0,21.0,1
138002,0.0,6.0,26.0,58.0,23.0,1
138741,0.0,9.0,60.0,78.0,63.0,1
138790,0.0,178.0,23.0,60.0,98.0,1
139808,0.0,122.0,70.0,100.0,188.0,1
139872,0.0,6.0,0.0,0.0,0.0,1
139979,611.0,31.0,9.0,40.0,28.0,1
139996,0.0,45.333333333333336,0.0,0.0,0.0,1
140020,0.0,19.5,96.0,109.5,128.0,1
140683,130.0,8.0,49.0,112.0,143.0,1
141417,327.0,7.0,25.0,142.0,45.0,1
141643,0.0,7.0,17.0,113.0,27.0,1
142351,0.0,33.0,118.5,127.0,351.0,1
142695,0.0,34.0,0.0,0.0,0.0,1
143267,19.0,4.0,15.0,24.0,106.0,1
143271,0.0,9.0,33.0,93.0,134.0,1
145106,0.0,16.5,19.0,94.0,44.0,1
145810,0.0,65.0,17.5,47.0,60.0,1
146072,7.0,210.16666666666666,15.0,31.0,51.0,1
146390,0.0,3.0,24.0,145.0,35.0,1
146579,0.0,51.0,43.0,129.0,76.0,1
147852,0.0,0.0,0.0,0.0,114.0,1
148217,0.0,5.0,12.0,57.0,38.0,1
148347,381.0,17.0,43.0,108.0,467.0,1
148369,0.0,6.0,87.0,68.0,126.0,1
148391,0.0,47.2,62.0,26.5,510.0,1
148448,0.0,6.0,22.0,28.0,145.0,1
148850,39.0,14.0,16.0,64.0,28.0,1
149108,0.0,9.0,15.0,96.0,41.0,1
149192,0.0,59.0,82.0,24.5,558.0,1
149265,0.0,10.0,0.0,0.0,0.0,1
149635,0.0,16.0,7.0,75.5,0.0,1
150095,0.0,3.5,96.0,70.0,29.0,1
151250,0.0,588.5,38.0,96.0,54.0,1
151897,0.0,5.0,30.0,90.0,134.0,1
152661,0.0,20.5,30.0,110.0,77.0,1
154143,0.0,14.0,10.0,146.0,36.0,1
154147,0.0,7.333333333333333,15.0,24.666666666666668,211.0,1
154782,0.0,6.0,107.0,63.0,630.0,1
154809,965.0,70.5,63.8,23.333333333333332,82.0,1
156105,50.333333333333336,9.666666666666666,79194.5,105.0,59.0,1
157106,0.0,6.0,13.0,92.0,17.0,1
157209,0.0,111.0,10.0,13.666666666666666,39.0,1
158047,0.0,245.25,38.5,66.0,527.0,1
158141,177.0,172.0,40.0,37.0,93.0,1
158201,0.0,10.0,35.0,135.0,0.0,1
159558,0.0,21.0,55.0,127.0,64.0,1
159687,0.0,19.5,21.0,470.0,103.0,1
159728,0.0,19.5,36.5,18.0,0.0,1
159875,454.0,74.81818181818181,23.8,75.6,692.6666666666666,1
159908,0.0,13.0,491.0,0.0,0.0,1
159970,0.0,42.0,0.0,0.0,0.0,1
160144,0.0,15.0,87.0,54.0,266.0,1
160654,0.0,64.0,28.0,64.0,370.0,1
160741,0.0,1390.5,32.0,92.0,41.0,1
161440,0.0,23.5,41.0,173.0,123.0,1
161771,0.0,4.0,21.0,70.0,37.0,1
162127,0.0,56.666666666666664,109.0,100.5,202.0,1
162388,0.0,10.0,54.0,0.0,0.0,1
162867,0.0,823.0,0.0,0.0,0.0,1
162894,0.0,8.0,66.0,132.0,50.0,1
163907,67.0,89.33333333333333,51.666666666666664,19.75,303.0,1
164324,0.0,5.0,4.0,0.0,0.0,1
165765,0.0,172.0,16.0,134.0,158.0,1
165900,0.0,210.0,28.0,63.5,26.0,1
166017,0.0,242.0,33.0,99.5,199.0,1
166154,0.0,40.0,20.5,90.33333333333333,0.0,1
166315,85.0,12.0,9.5,22.5,99.0,1
168266,0.0,19.5,1065.0,84.0,44.0,1
168539,0.0,12.0,13.0,47.0,68.0,1
168989,84.33333333333333,15.25,32.333333333333336,27.0,241.5,1
169185,0.0,55.0,21.0,94.0,20.0,1
169560,0.0,9.0,21.0,104.0,146.0,1
169620,0.0,194.0,15.0,80.0,30.0,1
169784,0.0,2.0,37.0,0.0,0.0,1
170383,0.0,395.0,84.0,76.0,196.0,1
170462,0.0,84.33333333333333,0.0,0.0,0.0,1
170798,207.0,38.25,94.0,119.0,75.0,1
171096,0.0,18.5,32.25,62.0,31.0,1
171484,0.0,8.0,10.0,105.0,167.0,1
171492,0.0,5.0,77.5,20.0,44.0,1
171583,38.0,57.0,45.0,73.0,45.0,1
171597,0.0,59.0,29.0,24.5,65.5,1
171971,0.0,8.0,13.0,123.0,37.0,1
172422,0.0,88.5,97.5,45.0,676.0,1
172858,42.0,6.0,14.0,75.0,18.0,1
174238,0.0,9.0,21.0,59.0,40.0,1
174244,0.0,9.0,21.0,73.0,44.0,1
175625,0.0,51.6,50.0,180.0,289.0,1
175752,0.0,14.0,22.666666666666668,67.33333333333333,73.5,1
175907,0.0,15.0,0.0,0.0,0.0,1
176114,0.0,8.0,102.0,70.0,737.5,1
176963,0.0,62.2,39.0,115.0,81.66666666666667,1
176966,0.0,20.0,39.0,119.0,28.0,1
177765,0.0,47.5,184.0,51.0,20.0,1
178125,0.0,8.0,13.0,37.0,64.0,1
178214,0.0,399.0,72.0,180.0,83.0,1
179119,0.0,13.0,17.0,47.0,57.0,1
179358,0.0,15.0,37.0,38.0,0.0,1
179667,0.0,27.0,48.0,0.0,0.0,1
180425,0.0,19.5,33.0,137.0,40.0,1
181125,35.0,17.0,21.5,36.5,56.0,1
181254,0.0,5.5,36.5,74.0,29.0,1
182074,0.0,24.0,14.0,74.0,54.0,1
182739,0.0,5.5,100.5,20.0,32.0,1
183077,0.0,15.0,40.0,277.0,57.0,1
183720,0.0,6.0,13.0,46.0,18.0,1
184127,0.0,5.0,8.0,86.0,23.0,1
184216,0.0,10.0,19.0,92.0,36.0,1
184396,0.0,14.0,58.0,126.0,0.0,1
184701,57.0,64.0,58.0,56.0,38.0,1
185096,0.0,17.25,26.333333333333332,53.5,76.0,1
185675,26.5,501016.25,38.666666666666664,78.0,338.3333333333333,1
185963,0.0,8.666666666666666,82.0,28.0,44.0,1
186857,0.0,17.0,75.0,72.0,766.0,1
187308,0.0,11.0,35.0,41.0,0.0,1
187326,0.0,39.642857142857146,0.0,0.0,0.0,1
187498,0.0,41.0,5.5,45.5,26.0,1
187547,0.0,5.5,88.0,42.0,32.0,1
187902,0.0,17.444444444444443,99.6,199.5,0.0,1
189572,0.0,7.0,41.0,92.0,34.0,1
190001,0.0,12.5,321.5,92.0,521.0,1
190246,0.0,8.0,73.0,159.0,173.0,1
190580,962.0,9.5,31.0,25.142857142857142,215.14285714285714,1
190598,0.0,26.0,21.0,55.0,99.0,1
191300,0.0,50.333333333333336,6.0,10.5,30.0,1
191619,1038.0,7.0,26.0,128.0,44.0,1
191877,0.0,9.0,52.0,18.0,421.0,1
192049,0.0,126.0,14.0,78.0,0.0,1
192160,0.0,27.75,0.0,0.0,0.0,1
192386,0.0,106.0,0.0,0.0,0.0,1
192518,0.0,6.0,7.0,79.0,57.0,1
192577,0.0,44.25,31.0,152.0,56.0,1
192654,0.0,28.5,0.0,0.0,0.0,1
192775,0.0,111.66666666666667,400.0,0.0,0.0,1
193111,0.0,13.5,23.5,139.0,23.0,1
193303,0.0,24.0,19.0,134.0,71.0,1
193305,0.0,13.0,69.0,108.0,88.0,1
193457,0.0,22.0,8.0,15.5,76.5,1
194066,0.0,14.0,47.0,0.0,0.0,1
194784,0.0,4.0,5.0,110.0,52.0,1
194816,0.0,15.0,27.0,53.0,26.0,1
195080,0.0,6.0,37.0,62.0,28.0,1
195166,0.0,3.0,10.0,49.0,16.0,1
195455,0.0,77.375,70.66666666666667,25.0,240.0,1
195655,0.0,7.0,33.0,107.0,77.0,1
196531,0.0,32.5,102.0,270.0,252.0,1
196635,0.0,104.0,43.0,60.0,150.0,1
196988,0.0,14.0,95.75,149.0,0.0,1
197374,49.0,8.0,95.0,45.0,30.0,1
197560,115.0,6.0,5.0,45.0,15.0,1
197793,0.0,5.0,16.0,117.0,33.0,1
198652,0.0,9.0,6.0,49.0,117.0,1
198935,0.0,15.0,60.0,32.0,854.0,1
199386,0.0,135.0,38.5,162.2,170.0,1
200308,0.0,51.0,16.0,0.0,0.0,1
200598,0.0,15.0,47.0,101.0,82.0,1
200648,0.0,7.0,56.0,77.0,101.0,1
200698,0.0,17.0,6.0,67.0,62.0,1
200707,0.0,53.5,65.0,180.0,32.0,1
201394,0.0,91.0,14.0,52.0,66.0,1
201447,0.0,13.5,56.5,76.0,185.0,1
201641,0.0,5.0,16.0,19.0,25.0,1
201846,0.0,8.0,0.0,0.0,0.0,1
201909,0.0,11.0,14.0,20.0,24.0,1
202371,0.0,30.0,22.5,31.0,552.0,1
